Angle,ReactionTime_s,trials.key_resp.corr,ID,SourceFile,ReactionTime_ms
140.0,3.509496478975052,1.0,BES240226,BES240226_001_2026-02-24_14h06.32.478.csv,3509.496478975052
140.0,2.876721237000311,1.0,BES240226,BES240226_001_2026-02-24_14h06.32.478.csv,2876.721237000311
140.0,4.799489169003209,1.0,BES240226,BES240226_001_2026-02-24_14h06.32.478.csv,4799.489169003209
140.0,9.134923842997525,1.0,BES240226,BES240226_001_2026-02-24_14h06.32.478.csv,9134.923842997525
140.0,2.7987538920133375,1.0,BES240226,BES240226_001_2026-02-24_14h06.32.478.csv,2798.7538920133375
140.0,1.5392642969964072,1.0,BES240226,BES240226_001_2026-02-24_14h06.32.478.csv,1539.2642969964072
160.0,3.817711365991272,1.0,BES240226,BES240226_001_2026-02-24_14h06.32.478.csv,3817.711365991272
160.0,3.8456099040049594,1.0,BES240226,BES240226_001_2026-02-24_14h06.32.478.csv,3845.6099040049594
160.0,6.8213306319958065,1.0,BES240226,BES240226_001_2026-02-24_14h06.32.478.csv,6821.3306319958065
160.0,3.2708497080020607,1.0,BES240226,BES240226_001_2026-02-24_14h06.32.478.csv,3270.8497080020607
160.0,1.6696083789865952,1.0,BES240226,BES240226_001_2026-02-24_14h06.32.478.csv,1669.6083789865952
160.0,1.842158341023605,1.0,BES240226,BES240226_001_2026-02-24_14h06.32.478.csv,1842.158341023605
160.0,7.743636366009014,1.0,BES240226,BES240226_001_2026-02-24_14h06.32.478.csv,7743.636366009014
160.0,2.0858336839883123,1.0,BES240226,BES240226_001_2026-02-24_14h06.32.478.csv,2085.8336839883123
160.0,6.714846058981493,1.0,BES240226,BES240226_001_2026-02-24_14h06.32.478.csv,6714.846058981493
160.0,2.5183271250280086,1.0,BES240226,BES240226_001_2026-02-24_14h06.32.478.csv,2518.3271250280086
0.0,1.099384617060423,1.0,DD,DD_Test 1_2025-12-09_14h14.24.384.csv,1099.384617060423
0.0,1.242949608946219,1.0,DD,DD_Test 1_2025-12-09_14h14.24.384.csv,1242.949608946219
0.0,2.9449245929718018,1.0,DD,DD_Test 1_2025-12-09_14h14.24.384.csv,2944.9245929718018
0.0,1.2748591208364817,1.0,DD,DD_Test 1_2025-12-09_14h14.24.384.csv,1274.8591208364817
0.0,2.319331160048023,1.0,DD,DD_Test 1_2025-12-09_14h14.24.384.csv,2319.331160048023
0.0,1.277339712018147,1.0,DD,DD_Test 1_2025-12-09_14h14.24.384.csv,1277.339712018147
20.0,1.5276397799607366,1.0,DD,DD_Test 1_2025-12-09_14h14.24.384.csv,1527.6397799607366
20.0,1.9591386059764773,1.0,DD,DD_Test 1_2025-12-09_14h14.24.384.csv,1959.1386059764773
